title,price,rating,total_reviews,product_description,shoe type,merk,review1,review_rating1,review2,review_rating2,review3,review_rating3,review4,review_rating4,review5,review_rating5,review6,review_rating6,review7,review_rating7,review8,review_rating8,review9,review_rating9,review10,review_rating10
hush puppies men corso loafer formal shoes,₹3599.00,4.3 out of 5 stars,192 ratings,experience great comfort walking in this pair of formal shoes from the house of hush puppies featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,hush puppies,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men audley dt idp sneakers,₹1599.00,3.9 out of 5 stars,777 ratings,puma presents the latest shoes from its collection. light & comfortable made with highly durable material. puma is one of the world’s leading sports brands designing developing selling and marketing footwear apparel and accessories. for over 65 years puma has established a history of making fast product designs for the fastest athletes on the planet. puma offers performance and sport-inspired lifestyle products in categories such as football running training and fitness golf and motorsports. it engages in exciting collaborations with renowned design brands such as alexander mcqueen and mihara yasuhiro to bring innovative and fast designs to the sports world. the puma group owns the brands puma cobra golf tretorn dobotex and brandon. the company distributes its products in more than 120 countries employs more than 10000 people worldwide and is headquartered in herzogenaurach germany.,men,puma men,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
red chief formal shoes for men rc3511,₹2069.00,3.8 out of 5 stars,918 ratings,look sharp and edgy wearing these formal shoes from the house of red chief. the leather lining of these formal shoes for men ensures high quality and lightweight feel. the rubber sole ensures optimum surface traction and supreme comfort all day long.,men,red chief,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
crocs men's sneakers,₹3846.00,4.4 out of 5 stars,744 ratings,crocs for everyone: crocs for men and women and a color for every personality. crocs classic clogs have started a comfort revolution around the world!.,men,crocs men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's hellion z m running shoes,₹1924.00,4.1 out of 5 stars,638 ratings,adidas men's hellion z m legear/visgre/actgol running shoes - 12 uk/india (47 eu)(cl7362_12),men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's astound m running shoe,₹2299.00,4.1 out of 5 stars,149 ratings,non- marking rubber outsole is engineered in such a way that it support flexing motion of foot while walking & running. it has great stability on ground and offer anti-skid resistance.,men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
asics men's recent sw 11 running shoes,₹1959.00,4.0 out of 5 stars,71 ratings,recent sw 11. asics has been developing sports footwear and apparel for more than 50 years. in this time innovation has been the key to our introduction of design philosophies that have revolutionised the world of sports. at our research and development centre in kobe japan we work in close collaboration with male and female athletes. through our scientific approach we have strived to create highly innovative sports product solutions that our customers rely upon. technologies such as core gel cushioning system and flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel on the market for athletes and active consumers alike.,men,asics men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's moccasins,₹2155.00,4.3 out of 5 stars,38 ratings,it’s a modern casual shoe on the upper but a tough one as you step in. combination of the best of both worlds this shoe will grind the rugged urban terrains with its power packed rubber outsole. call it style with substance.,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men's pacer fire idp sneaker,₹2173.00,4.3 out of 5 stars,207 ratings,flaunt the latest & coolest styles from puma,men,puma men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's argo trek 19 track and field shoe,₹1938.00,3.5 out of 5 stars,16 ratings,profile: ready for outdoor adventures? this versatile shoe's mountain grip supplies sure footing upper : mesh underlays with synthetic overlays makes it breathable yet durable midsole : lightweight eva midsole for long term cushioning outsole : high traction rubber for optimal grip in wet conditions,men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers men equalizer 3.0 sneakers,₹2250.00,4.3 out of 5 stars,2152 ratings,soft athletic knit mesh fabric upper smooth synthetic overlays at toe sides and heel panel mesh fabric panels for cooling effect slip on athletic walking sneaker design stitching accents stitched edging trim side s logo dual side stretch elastic fabric panels for easy slip on fit padded collar soft fabric shoe lining relaxed fit design for a roomy comfortable fit air cooled memory foam advanced cushioned comfort insole dual-lite dual density lightweight supportive shock absorbing midsole 1 1/2 inch built in heel flexible nonmarking versatile traction outsole weight: 10 1/2 oz. per shoe in a men's size 9,men,skechers men,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's leather casual shoes,₹2157.00,4.0 out of 5 stars,806 ratings,be yourself in these relaxed casual slip-ons that are purposefully constructed using patterned stitching which enhances their looks. the soft leather and anatomically defined styling with elasticated sides makes them a pleasure to wear. moisture-absorbent leather lining keeps feet dry all day. soft and supple upper with woodland logo,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's lite racer 2.0 running shoe,₹1644.00,4.0 out of 5 stars,1245 ratings,ortholite sockliner: comfortable insole with long lasting anti-microbial properties to reduce bad odors. helps to reduce growth of bacteria and fungus. bb fit: a dynamic go-everywhere shoe for the sports-minded. these men's running-inspired shoes have a simple fluid design to deliver exceptional comfort every day. the knit upper sports adidas' iconic 3-stripes.,men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
lee cooper men's formal shoes,₹1749.00,4.0 out of 5 stars,131 ratings,established in 1908 by morris cooper as a work wear production company lee cooper is a well-established brand in more than 100 countries worldwide. known for its apparel and jeans wear collections lee cooper was introduced as a footwear brand in india by m&b footwear (p) ltd. in the year 1995.,men,lee cooper,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's furio lite 1.0 m running shoes,₹1619.00,4.1 out of 5 stars,2898 ratings,adidas men's furio lite 1.0 m rawkha/carbon running shoes - 8 uk/india (42 eu)(ck9536_8),men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
power men's connect unity running shoes,₹2549.00,3.7 out of 5 stars,10 ratings,experience great comfort walking in this pair of running shoes from the house of power featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,power men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's lite racer adapt 3.0 running shoe,₹2509.00,3.9 out of 5 stars,63 ratings,ortholite sockliner: comfortable insole with long lasting anti-microbial properties to reduce bad odors. helps to reduce growth of bacteria and fungus. comfortable insole with long lasting anti-microbial properties to reduce bad odors. helps to reduce growth of bacteria and fungus. cloudfoam: . designed for an ultra-soft step with superior cushioning,men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men's nrgy comet running shoe,₹1799.00,4.0 out of 5 stars,50 ratings,product storywith a sleek contemporary upper the nrgy comet adds style to the traditional lightweight runner. flexible breathable and with a supportive midsole providing superior energy return this is one of the most comfortable athletic shoes in our arsenal.detailslightweight breathable upperinjection-moulded ethylene-vinyl acetate midsole with ignite foam drop-in for lightweight performance superior energy return and comfortground contact ethylene-vinyl acetate outsole for enhanced cushioningrubber heel and toe pads for durability and grip,men,puma men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men emergence running shoes,₹2469.00,4.1 out of 5 stars,428 ratings,all new emergence pushes the boundaries of our contemporary essentials line. the upper features a modern bootie construction in the collar ensuring the perfect fit and ease of entry. bold cat branding in the heel adds visibility while a midfoot rubber lace-through piece injects premium detail and depth to the upper. full length sculpted eva midsole features stylish paint lines and softfoam sockliner ensures optimal comfort. ground contact eva outsole provides lightweight traction and support. performance on all levels - this is puma. as one of the world’s leading sports brands puma believes in standing on the same playing field as the fastest athletes on the planet. with a mission of forever faster puma shares excitement in teamsports innovates golf brings style into running and training and performance into motorsports. puma has associations with some of the most elite athletes such as sprint legend usain bolt star striker antoine griezmann indian cricket captain virat kohli fashion icons like cara delevingne selena gomez and many more.,men,puma men,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
hush puppies men cash new formal shoes,₹2780.00,4.0 out of 5 stars,289 ratings,experience great comfort walking in this pair of formal shoes from the house of hush puppies featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,hush puppies,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
power men's natural engage running shoes,₹1220.00,4.3 out of 5 stars,411 ratings,experience great comfort walking in this pair of sports shoes from the house of power featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,power men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
hush puppies men's chic trim crust loafers,₹3149.00,4.0 out of 5 stars,198 ratings,avail an exciting and edgy collection of sport shoes from force 10. run away from the monotonous board room meetings and consortiums and revitalize the sports spirit in you. let that sport enthusiast come out of you and travel. you can use these shoes for as road running shoes and off-road running shoes suitable for rough terrains as well. the aggressive outsole enable the runners to have optimum traction even on slippery gravel and rock surfaces.,men,hush puppies,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's hyperon-1.0-m running shoe,₹1273.00,3.9 out of 5 stars,498 ratings,adidas men's hyperon m legear/visgre/cblack/actg running shoes - 10 uk/india (44 eu)(cl7341_10),men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
dare men's training shoes,₹2299.00,3.4 out of 5 stars,49 ratings,elevate your style with this classy pair of training shoe from the house of dare brand. featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,dare men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike men's revolution 5 running shoe,₹2438.00,4.5 out of 5 stars,1955 ratings,the nike revolution 5 cushions your stride with soft foam to keep you running in comfort. lightweight knit material wraps your foot in breathable support while a minimalist design fits in just about anywhere your day takes you.,men,nike men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
arrow men's durk driving shoes,₹1999.00,3.7 out of 5 stars,15 ratings,arrow adults - men driving shoes leather driving shoes.,men,arrow men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers men's elite flex-belburn sneakers,₹2750.00,4.3 out of 5 stars,464 ratings,add some sporty contrast design and flexible easy comfort to your look with the skechers elite flex - belburn shoe. soft woven athletic mesh fabric in a slip on bungee laced sporty comfort walking and training sneaker with two-color mesh designs. air cooled memory foam insole highly flexible comfort midsole. construction soft woven athletic mesh nearly one piece fabric upper slip on bungee laced sporty walking and training sneaker design stitching accents smooth synthetic overlays at lace areas for added durability two color layered athletic mesh design with contrast colored underlay effect interwoven ventilating panels side s logo bungee stretch laced front panel for laced-look and slip on ease high apex front and heel for added comfort heel panel overlay with skechers logo and top pull on loop center fabric stripe with pull on instep tab padded soft fabric collar stitched detail and stretch fabric at collar extra padded heel area lining for added comfort soft fabric shoe lining air cooled memory foam cushioned comfort insole elite flex midsole with superior impact cushioning protection and remarkable energy return highly flexible articulated midsole and outsole design for freedom of movement textured channel design midsole finish flexible outsole with flexible articulated traction design 1 1/2 inch heel.,men,skechers men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike men tanjun running shoes,₹2180.00,3.9 out of 5 stars,7773 ratings,more support around the heel pairs with the foot-hugging feel of flyknit. the futuristic sole completes the package for a shoe that's as ready for your quick run as it is for an elevated look.,men,nike men,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers men's go walk max-effort running shoes,₹1924.00,4.4 out of 5 stars,1432 ratings,skechers footwear are very lightweight and gives you ultimate comfort while running.,men,skechers men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's boots,₹2397.00,3.9 out of 5 stars,366 ratings,సరళమైన మరియు కనిష్ట డిజైన్ సౌకర్యంతో కలపడం మరియు ఫ్యాషన్లో సరికొత్తగా మీ డిమాండ్కు అనుగుణంగా ఉంటుంది మాగ్నెటిక్ ఫ్యాషన్ ప్రతి సందర్భానికి పరిపూర్ణంగా కనిపించాలనుకునే పురుషుల కోసం అద్భుతమైన పాదరక్షలను అందిస్తుంది. ఈ పరిధి సున్నితమైనది నాగరీకమైనది మరియు సౌకర్యవంతమైనది. స్టైలిష్ మరియు క్లాస్సి ఈ సేకరణను సరిగ్గా నిర్వచించే పదాలు. ప్రతి స్టైల్ పాదరక్షల అభిరుచిని మరియు మెటీరియల్ మరియు డిజైన్పై లోతైన అవగాహనను ప్రతిబింబిస్తుంది______simple and minimal design combining with comfort and falling in line with your demand for the latest in fashion magnetic fashion presents an amazing range of footwear for men who want to look perfect for every occasion. this range is suave fashionable and comfortable. stylish and classy are the words that define this collection perfectly. each style reflects passion for footwear and deep understanding of materials and design______ലളിതവും കുറഞ്ഞതുമായ രൂപകൽപ്പന സുഖസൗകര്യങ്ങളുമായി സംയോജിപ്പിച്ച് ഏറ്റവും പുതിയ ഫാഷനായുള്ള നിങ്ങളുടെ ആവശ്യത്തിന് അനുസൃതമായി magnetic fashion എല്ലാ അവസരങ്ങളിലും മികച്ചതായി കാണാൻ ആഗ്രഹിക്കുന്ന പുരുഷന്മാർക്ക് വേണ്ടിയുള്ള അതിശയകരമായ പാദരക്ഷകളുടെ ശ്രേണി അവതരിപ്പിക്കുന്നു. ഈ ശ്രേണി ഇണക്കമുള്ളതും ഫാഷനബിളും സുഖകരവുമാണ്. ഈ ശേഖരത്തെ തികച്ചും നിർവചിക്കുന്ന പദങ്ങളാണ് സ്റ്റൈലിഷും ക്ലാസിയും. ഓരോ സ്റ്റൈലും പാദരക്ഷകളോടുള്ള അഭിനിവേശത്തെയും മെറ്റീരിയലുകളെയും രൂപകൽപ്പനയെയും കുറിച്ചുള്ള ആഴത്തിലുള്ള ധാരണയെയും പ്രതിഫലിപ്പിക്കുന്നു.______வசதியோடு இணைந்த எளிய மற்றும் குறைந்தபட்ச வடிவமைப்பு சமீபத்திய ஃபேஷனுக்கான உங்கள் கோரிக்கைக்கு ஏற்ப magnetic fashion ஒவ்வொரு சந்தர்ப்பத்திற்கும் சரியானதாக இருக்க விரும்பும் ஆண்களுக்கான அற்புதமான பாதணிகளை வழங்குகிறது. இந்த வரம்பு மென்மையானது நாகரீகமானது மற்றும் வசதியானது. ஸ்டைலான மற்றும் கம்பீரமான இந்த தொகுப்பை கச்சிதமாக வரையறுக்கும் சொற்கள். ஒவ்வொரு ஸ்டைலும் காலணிகளுக்கான பேரார்வத்தையும் மெட்டீரியல்கள் மற்றும் டிஸைனின் ஆழமான புரிதலையும் பிரதிபலிக்கிறது______ಆರಾಮದೊಂದಿಗೆ ಸಂಯೋಜಿಸುವ ಸರಳ ಮತ್ತು ಕನಿಷ್ಠ ವಿನ್ಯಾಸ ಮತ್ತು ಫ್ಯಾಷನ್ನಲ್ಲಿನ ನಿಮ್ಮ ಬೇಡಿಕೆಗೆ ಅನುಗುಣವಾಗಿ ಬೀಳುತ್ತದೆ magnetic fashion ಪ್ರತಿ ಸಂದರ್ಭಕ್ಕೂ ಪರಿಪೂರ್ಣವಾಗಿ ಕಾಣಲು ಬಯಸುವ ಪುರುಷರಿಗೆ ಅದ್ಭುತ ಶ್ರೇಣಿಯ ಪಾದರಕ್ಷೆಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ. ಈ ಶ್ರೇಣಿಯು ನಯ ಫ್ಯಾಶನ್ ಮತ್ತು ಆರಾಮದಾಯಕವಾಗಿದೆ. ಶೈಲಿಯ ಮತ್ತು ಕ್ಲಾಸಿ ಈ ಸಂಗ್ರಹವನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ವ್ಯಾಖ್ಯಾನಿಸುವ ಪದಗಳಾಗಿವೆ. ಪ್ರತಿಯೊಂದು ಶೈಲಿಯು ಪಾದರಕ್ಷೆಗಳ ಬಗೆಗಿನ ಉತ್ಸಾಹವನ್ನು ಮತ್ತು ವಸ್ತುಗಳು ಮತ್ತು ವಿನ್ಯಾಸದ ಆಳವಾದ ತಿಳುವಳಿಕೆಯನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men's ferrari race x-ray 2 sneaker,₹3999.00,3.9 out of 5 stars,26 ratings,product story puma is a long-time leader in the streetwear space. this season the distinctive lines of the successful x-ray trainer are revved up by f1 excitement. everything looks a little better from the leather interior of an italian sportscar. in this piece the iconic x-ray gets zapped by fresh scuderia ferrari styling. features & benefits imeva: puma’s midsole for a lightweight and comfortable feel details bootie constructionmesh suede and synthetic leather upperrubber outsole for grippadded tonguelace closure for a snug fittpu heel clippuma no. 1 logo at tonguepuma no. 2 logo at lateral sidesscuderia ferrari branding,men,puma men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
